city,brand,model,type,cc,color,km,year,price
Albacete,YAMAHA,DT 80,Trail,80,ROJA,19071,1990,450
Navarra,HONDA,CB 1000R C-ABS,Naked,998,,9000,2014,9000
Huesca,BMW,F 700 GS,Trail,798,,12200,2014,8400
Cantabria,HONDA,Transalp XL 700 V,Trail,680,,75000,2008,3500
Madrid,SUZUKI,SV 650 S,Sport,645,Negra,88000,2004,2100
Madrid,VESPA,LXV 125,Scooter 125cc,124,negro,27000,2006,1800
Zaragoza,KEEWAY,Superlight 125,Custom,124,Negro,6000,2012,1150
Barcelona,SUZUKI,GS 500,Naked,487,negra,60,2005,1777
Castellon,YAMAHA,T-Max 500,Scooters +125cc,499,Gris,28000,2008,5800
Madrid,BMW,F 650 ST,Trail,652,rojo,56000,1998,1600
Sevilla,HONDA,CBR 125R,Sport,125,roja y negra,22000,2005,990
Valencia,GILERA,GP 800,Scooters +125cc,800,Negro,63000,2009,3150
Palencia,HUSQVARNA,SMR 630,Supermotard,600,,9500,2012,3900
Zaragoza,MECATECNO,Tornado Cross,Infantil,50,rojo,6000,1989,700
Murcia,SUZUKI,BURGMAN 200,Scooters +125cc,200,,9000,2010,2000
Madrid,YAMAHA,Majesty 400,Scooters +125cc,395,Negra,25068,2007,3500
Sevilla,YAMAHA,FZ6 S S2 ABS,Turismo,600,rojo,45400,2007,4500
Lugo,YAMAHA,XVS 650 Drag Star Classic,Custom,649,,15300,2001,4500
Barcelona,KTM,400 EXC,Enduro,400,NARANJA,19000,2006,2800
A Coruna,BMW,R 850 GS,Trail,848,Roja y negra,101000,1999,4500
Valladolid,VESPA,P 200 E,Scooter 125cc,150,AZUL,50000,1980,2800
Madrid,BMW,F 650 GS,Trail,798,AZUL,23900,2009,5700
Burgos,MOTO GUZZI,Griso 850,Naked,877,negro,7000,2007,6400
Valencia,YAMAHA,SR 250 Special,Custom,249,Negra,600,1999,4999
Baleares,VESPA,TX 200,Scooter 125cc,200,NEGRA,37000,1988,800
Albacete,HONDA,CBR 600F SPORT,Sport,599,ROJO,30700,2001,2100
Barcelona,DERBI,GPR 125R,Sport,124,Negro,1000,2006,1750
Madrid,APRILIA,RS 50 Extrema,Sport,50,,1000,2001,650
Granada,PIAGGIO,MP3 Hybrid 125,Scooter 125cc,124,Blanco perla,5000,2010,4500
Zaragoza,BMW,C 650 GT,Scooters +125cc,647,GRIS GRNITO,1215,2015,9900
Cantabria,HARLEY DAVIDSON,Softail Fat Boy,Custom,1450,Rojo,56000,2007,15250
Barcelona,PIAGGIO,LIBERTY 125 4T,Scooter 125cc,124,,12380,2012,1400
Murcia,YAMAHA,XV 750 Virago,Custom,748,NEGRO,26100,2003,3200
Valencia,YAMAHA,MT-07,Naked,689,Negro y Gris,600,2017,6000
Barcelona,YAMAHA,YZF R 125,Sport,124,,37000,2008,2200
A Coruna,YAMAHA,YZF R6,Sport,600,,20500,2005,4000
Girona,HARLEY DAVIDSON,Softail Heritage Softail Classic,Custom,1584,Negro,50000,2006,16000
Valencia,BMW,K 1300 R,Naked,1293,negra gris,96000,2009,7000
Albacete,BMW,R 1150 R Rockster,Turismo,1130,BLANCO,39000,2004,5690
Madrid,HONDA,CBR 1000 F,Sport,1000,,80000,1980,2199
Toledo,DAELIM,Daystar 125,Custom,125,Negro,19000,2006,1500
Madrid,GILERA,Nexus 250,Scooters +125cc,250,ROJA,28000,2006,2299
Madrid,BMW,R 1200 GS 105cv,Trail,1170,Gris/Plata,57000,2007,7500
Salamanca,SUZUKI,V-Strom 650 ABS,Trail,650,Blanca,32000,2010,5300
Madrid,YAMAHA,XVS 650 A Drag Star Classic,Custom,650,,42000,1999,3400
Zaragoza,APRILIA,Sonic 50 GP,Scooters 50cc,49,negro,19000,2000,550
Madrid,PIAGGIO,LIBERTY 124 4T,Scooter 125cc,124,Amarillo,28200,2006,790
Barcelona,KAWASAKI,KLX 250,Enduro,249,"verde, Blanco y Negro",5000,2011,2700
Valencia,BMW,R 1150 R,Naked,1130,,54000,2001,4750
Valladolid,LEONART,SPYDER 125,Custom,125,,6000,2007,1299
Madrid,KTM,SX 50 LC Pro Senior,Infantil,50,Naranja,1000,2006,1190
Almeria,YAMAHA,XT 660 Z Tenere,Trail,660,,43000,2013,4950
Navarra,MONTESA,Cota 242,Trial,250,Rojo,600,1984,1400
Alicante,SUZUKI,Bandit 650 S,Turismo,656,,34000,2005,2200
Barcelona,KTM,EXC 450 F,Enduro,450,naranja,12000,2005,3000
Barcelona,KAWASAKI,ZX 6R 636,Sport,636,negro,55000,2006,3000
Barcelona,YAMAHA,YZ 450 F,Cross,450,,100,2016,5000
Tarragona,TRIUMPH,Legend TT,Naked,885,amarillo,22050,2001,5400
Sevilla,VICTORY,Octane,Custom,1179,Gris mate,1500,2016,9500
Valencia,DUCATI,MONSTER 695,Naked,695,,29400,2008,4500
Girona,HONDA,CBR 600 RR,Sport,599,,47000,2006,2800
Vizcaya,BMW,R 1200 GS Adventure,Trail,1170,azul,22000,2014,16900
Salamanca,KTM,SX 50,Infantil,49,,,2017,3410
Tarragona,DUCATI,MONSTER 696,Naked,696,,31000,2008,5400
Salamanca,HONDA,CROSSRUNNER V4,Trail,782,ROJO,16000,2013,8500
Zaragoza,SYM,Fiddle III 125,Scooter 125cc,125,VARIOS,,2017,2399
Madrid,KAWASAKI,NINJA 250 R,Sport,249,Verde y negro,29066,2011,2300
Malaga,SUZUKI,AN 250 Burgman,Scooters +125cc,249,,20000,2007,1900
Barcelona,YAMAHA,YZF R6,Sport,600,Stickerbomb,6000,2007,4000
Valencia,SUZUKI,BURGMAN 125,Scooter 125cc,124,,12500,2009,2000
Sevilla,DAELIM,Roadwin 125,Naked,125,ROJO,28525,2005,1100
Ciudad Real,GILERA,Cougar 125,Custom,124,,1500,2001,1500
Castellon,HYOSUNG,GT 650Ri COMET,Sport,647,negro,2500,2012,2800
Vizcaya,HONDA,NT 650 V DEAUVILLE,Turismo,647,Granate,51000,1998,1990
Madrid,BMW,K 75,Turismo,750,,17000,1989,2200
Toledo,HONDA,NT 650 V DEAUVILLE,Turismo,647,blanca con matices rojos y negros,81000,2003,3000
Madrid,KEEWAY,Matrix 50,Scooters 50cc,49,,8500,2008,300
Madrid,PEUGEOT,GEOPOLIS 400 EXECUTIVE,Scooters +125cc,399,,40000,2011,2500
Barcelona,YAMAHA,X MAX 250,Scooters +125cc,250,negro,29900,2010,2500
Vizcaya,KYMCO,Xciting 400i,Scooters +125cc,399,blanco,11500,2014,4500
Valencia,DAELIM,S1 125,Scooter 125cc,124,blanca,21600,2009,850
Navarra,BMW,F 650 GS,Trail,798,Gris,17000,2003,3450
Barcelona,SUZUKI,BURGMAN 200,Scooter 125cc,200,Plata,18850,2015,2199
Alicante,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,,23500,2007,4750
Barcelona,YAMAHA,X MAX 125,Scooter 125cc,125,Negro,19999,2012,2890
Barcelona,YAMAHA,X MAX 400,Scooters +125cc,395,Gris,10000,2013,4600
Alicante,VESPA,TX 200,Scooter 125cc,200,gris,9200,1986,1700
Huesca,KAWASAKI,Z 750,Naked,748,,32000,2009,4000
Madrid,HONDA,CB 600F HORNET,Naked,599,Negro,33000,2008,3900
Sevilla,PIAGGIO,VESPA GTS 250,Scooters +125cc,244,negra y asiento beig,51158,2006,2800
Sevilla,KYMCO,Zing II 125,Custom,124,,4292,2000,1300
Toledo,HONDA,NSR 50 R,Ciclomotor,49,negra,20000,2000,700
Las Palmas,HONDA,NT 700 V DEAUVILLE ABS,Turismo,680,BLANCO,19500,2011,7200
Barcelona,KYMCO,Super Dink 125i ABS,Scooter 125cc,125,gris,2700,2016,3000
Barcelona,HUSABERG,FE 390,Enduro,393,blanca/azul,8800,2011,4400
Vizcaya,DUCATI,749 749,Sport,748,rojo,35000,2005,5000
Navarra,BMW,K 1300 S,Sport,1293,naranja lava,30000,2010,10250
Alicante,HYOSUNG,GT 250i COMET,Naked,249,Roja y negra,9000,2009,2750
Alicante,APRILIA,RSV4 RF,Sport,1000,,10000,2016,16000
Toledo,YAMAHA,Neo's 50,Scooters 50cc,49,,6170,2002,450
Barcelona,SUZUKI,BURGMAN 125,Scooter 125cc,125,Negra,1600,2013,2200
Malaga,DERBI,Senda DRD RACING 50 SM,Supermotard,49,azul,10000,2006,700
Murcia,HARLEY DAVIDSON,Softail Heritage Softail Classic,Custom,1584,verde,,2004,14500
Barcelona,HONDA,CBR 600F,Sport,599,Rojo y negro,40000,2006,2500
Murcia,TRIUMPH,ROCKET III,Custom,2294,rojo,13504,2004,10500
Madrid,HONDA,NT 650 V DEAUVILLE,Turismo,647,verde,140000,2001,1999
Madrid,ROYAL ENFIELD,Classic,Naked,499,,6000,2016,4800
Cantabria,SUZUKI,BURGMAN 125,Scooter 125cc,125,gris mate metalizado,3200,2016,3000
La Rioja,KTM,640 ADVENTURE TRAVELLER,Trail,625,Naranja,25000,2000,2300
Valladolid,HONDA,@ 125,Scooter 125cc,124,blanco,7200,2006,1650
Caceres,SUZUKI,AN 400 Burgman,Scooters +125cc,385,negro,13000,2008,3000
Cadiz,HARLEY DAVIDSON,VRSC V-Rod,Custom,1250,Negro,2500,2009,15000
Murcia,KAWASAKI,GPZ 400,Sport,400,negro,,1978,3600
Asturias,APRILIA,Leonardo 125,Scooter 125cc,125,gris,23000,1998,500
Tarragona,YAMAHA,MT 03,Naked,660,blanco,16000,2007,3200
Alicante,YAMAHA,XV 250 Virago,Custom,248,Gris,52000,1994,1500
Madrid,SYM,Symphony 125 SR,Scooter 125cc,125,Negro,19500,2013,1000
Barcelona,YAMAHA,YZF R6,Sport,600,,30000,2007,5500
Valladolid,DUCATI,MONSTER 695,Naked,695,,8000,2007,4300
Madrid,KAWASAKI,KX 250F,Cross,249,Verde,200,2015,4500
Asturias,BMW,R 1200 RT,Turismo,1200,negro,35000,2010,12500
Madrid,HONDA,GL 1800 Goldwing,Turismo,1832,,40000,2010,19500
Huelva,BMW,F 650 GS,Trail,798,Rojo,64500,2007,2800
Valencia,HONDA,CBF 600 SA,Naked,600,negro,35000,2007,2900
Alicante,BMW,F 650 GS,Trail,798,Gris Azul,72000,2001,2950
Barcelona,KTM,SX 350 F,Cross,350,,50,2015,5800
Zamora,KYMCO,Super Dink 300i,Scooters +125cc,300,blanco,3000,2015,3400
Barcelona,HONDA,CBF 600 SA,Naked,600,plata,29656,2006,3300
Huelva,YAMAHA,FJR 1300,Turismo,1298,AZUL,77650,2003,4499
Murcia,HARLEY DAVIDSON,Touring Electra Glide Ultra Classic,Turismo,1584,blanca,42577,2008,16500
Sevilla,INDIAN,Scout,Custom,999,Rojo Indian,1000,2016,10800
Huelva,KTM,Freeride E-XC,Enduro,,BLANCO,,2016,6999
Zaragoza,HARLEY DAVIDSON,Dyna Street Bob,Custom,1584,BLACK PS,19660,2011,12490
Huelva,BMW,K 1600 GT,Turismo,1649,AZUL,33386,2012,16999
Asturias,KYMCO,Xciting 500,Scooters +125cc,498,GRIS OSCURO,39066,2005,2300
Guipuzcoa,KTM,690 SUPERMOTO,Supermotard,654,BLANCA,24000,2007,3895
Madrid,APRILIA,Sonic 50 GP,Scooters 50cc,49,Rojo y negro,28000,2011,600
Lleida,BMW,F 650 GS,Trail,798,negro,45000,2007,3000
Alicante,HONDA,CB 600F HORNET,Naked,599,Blanca,67500,2008,2900
Barcelona,KYMCO,Xciting 500 R ABS,Scooters +125cc,498,Negro mate,15200,2010,3700
Toledo,HONDA,VT 750 C SHADOW,Custom,745,bicolor-naranja,20000,2006,5500
Segovia,HONDA,CB 1000R C-ABS,Naked,998,blanca,25891,2010,6900
Huesca,YAMAHA,Tricity 125,Scooter 125cc,125,NEGRO,10,2016,3199
Barcelona,YAMAHA,X MAX 400,Scooters +125cc,395,todos,,2016,5999
Barcelona,YAMAHA,Tricity,Scooter 125cc,125,todos,,2016,3499
Castellon,BMW,F 800 R,Naked,800,,24000,2010,5500
Madrid,HONDA,CBR 1000RR,Sport,998,repsol,44500,2007,5900
Barcelona,HONDA,SCOOPY SH125,Scooter 125cc,125,verde gris,52400,2006,925
Madrid,HONDA,CBR 125R,Sport,125,color repsol,15018,2015,2900
Barcelona,TRIUMPH,TIGER Explorer 1200,Trail,1200,Blanco,9000,2016,17000
Malaga,SUZUKI,Marauder 250,Custom,249,,13000,2004,1100
Alicante,DAELIM,NS 125,Scooter 125cc,125,,32000,2001,450
Lleida,SUZUKI,Bandit 600,Naked,600,rojo,37500,2001,2000
Barcelona,HONDA,NX 650 DOMINATOR,Trail,644,ROJO,23000,1993,2200
Barcelona,SUZUKI,GSR 600,Naked,599,Gris,51000,2006,2650
Madrid,YAMAHA,X MAX 250,Scooters +125cc,249,Negro,30709,2007,2100
Valencia,YAMAHA,YZ250,Cross,249,N/D,1000,2016,6500
Alicante,HONDA,CBR 125R,Sport,124,,41000,2008,1500
Castellon,YAMAHA,FZ6 S,Turismo,600,negra,35000,2006,2700
Malaga,KTM,LC4 E 640,Trail,625,AMARILLA,16000,2002,2300
Madrid,KYMCO,Super Dink 300I ABS,Scooters +125cc,299,Titanio,17700,2015,3000
Barcelona,KEEWAY,Logik 125,Scooter 125cc,124,,7000,2015,1250
Navarra,KAWASAKI,Z 1000,Naked,1043,,32000,2010,6500
Girona,TRIUMPH,SPEED TRIPLE,Naked,1050,BLANCA,17000,2007,5540
Sevilla,APRILIA,Pegaso 650 Trail,Trail,660,roja,55000,2007,3300
Barcelona,HONDA,SCOOPY SH300i Sport,Scooters +125cc,279,,22000,2013,3875
Barcelona,LML,STAR 125 4T,Scooter 125cc,125,,8700,2013,1350
Barcelona,LML,STAR 125 4T,Scooter 125cc,125,,8700,2013,1350
Madrid,DAELIM,Roadwin 125,Naked,125,Azul,13476,2007,1300
Barcelona,KAWASAKI,Z 750R,Naked,748,Kawasaki,15000,2013,5500
Barcelona,MONTESA,Cota 348,Trial,350,,,1983,950
Ciudad Real,YAMAHA,XT 600 E,Trail,600,,45000,1989,850
Valencia,VESPA,PK 75 Elestar,Scooter 125cc,75,,11080,1990,1800
Alicante,YAMAHA,XVS 650 A Drag Star Classic,Custom,650,,14000,2008,6200
Huelva,BMW,R 850 R,Naked,848,GRIS,59000,2003,4000
Malaga,HYOSUNG,GD 250,Naked,250,blanco,16000,2016,2000
Zaragoza,HUSQVARNA,WR 300,Enduro,293,,5000,2009,2300
Barcelona,KAWASAKI,Z 750R,Naked,748,negro mate,14000,2011,5600
Valencia,PIAGGIO,X9 EVOLUTION 500 ABS,Scooters +125cc,460,,17503,2007,2499
Valencia,SUZUKI,GSX R750,Sport,749,,29784,2005,3999
Almeria,HONDA,CB 650F ABS,Naked,649,,14000,2015,6000
Barcelona,KTM,SX 125,Cross,125,blanco azul,1000,2015,4250
Barcelona,DUCATI,749 S,Sport,749,rojo,33000,2005,4990
Madrid,KYMCO,Grand Dink 125,Scooter 125cc,125,,17322,2008,1350
Barcelona,HONDA,FORZA 250 EX,Scooters +125cc,250,Gris titanio,48000,2005,1900
Salamanca,YAMAHA,T-Max 530 ABS,Scooters +125cc,530,Space Grey,10500,2014,8900
Madrid,YAMAHA,T-Max 530 ABS,Scooters +125cc,530,AZUL(Phantom Blue) Y NEGRO(Liquid Darkness),,2017,14199
Madrid,HONDA,SCOOPY SH125i,Scooter 125cc,125,Negro,53000,2007,1100
Valencia,YAMAHA,FZS 1000 Fazer,Naked,998,rojo.negro,88000,2006,3900
Alicante,SUZUKI,GSX R750,Sport,750,,42132,1991,2100
Alicante,LEONART,Daytona 350 Limited Edition,Custom,320,,10500,2012,1750
Madrid,YAMAHA,YZF R1,Sport,998,azul,14000,2008,5700
Valencia,SUZUKI,BURGMAN 400 Edicion Especial,Scooters +125cc,400,gris,26800,2007,3550
Vizcaya,KTM,990 SUPER DUKE,Naked,999,NEGRO,20226,2008,6800
Salamanca,KTM,1290 Super Adventure,Trail,1290,Blanco,6800,2016,15250
Madrid,MOTO GUZZI,V7 Classic,Naked,744,,7200,2011,7500
Malaga,BMW,R 1200 GS,Trail,1170,Modelo Rallie,44000,2013,13000
Madrid,KAWASAKI,Z 650,Naked,649,negro,,2017,6960
Barcelona,APRILIA,SR 50 R,Scooters 50cc,49,Amarillo negro,22000,2009,890
Barcelona,VESPA,ET 2,Scooters 50cc,49,Azul,23000,2003,990
Cordoba,BMW,R 1100 GS,Turismo,1100,negro,,1996,230
Valencia,HARLEY DAVIDSON,Softail Fat Boy,Custom,1584,gris,20000,2009,14500
Ciudad Real,HARLEY DAVIDSON,Sportster Forty Eight Sweet Seventies,Custom,1202,Naranja,2247,2010,9800
Alicante,BMW,R 1200 C,Custom,1170,,84000,2006,7000
Malaga,HONDA,PCX 125,Scooter 125cc,125,negro mate,8000,2016,2300
Cadiz,HONDA,PCX 125,Scooter 125cc,125,,1400,2016,2400
Cordoba,SUZUKI,V-Strom 650,Trail,645,gris,37295,2005,4500
Barcelona,HONDA,Passion 125 I.E.,Scooter 125cc,124,Negro/Rojo,32000,2007,1500
Madrid,DERBI,ATLANTIS 50 2T,Scooters 50cc,49,Gris,24000,2008,600
Barcelona,HONDA,SCOOPY SH300i,Scooters +125cc,279,Negro,39300,2007,2900
Barcelona,SUZUKI,GSR 600,Naked,599,,39500,2007,2950
Baleares,SUZUKI,B-KING 1340,Naked,1340,Negra,21000,2009,6900
Barcelona,HONDA,Integra,Scooters +125cc,745,,30000,2014,6600
Murcia,YAMAHA,FZ6 N S2,Naked,600,NEGRO,18000,2007,3100
Barcelona,BETA,RR 50 Motard,Supermotard,49,,3200,2013,2200
Barcelona,PIAGGIO,FLY 100,Scooter 125cc,100,Negro,20000,2007,875
Barcelona,DUCATI,MONSTER S4R,Naked,996,,38500,2009,6000
Valencia,YAMAHA,T-Max 500,Scooters +125cc,499,negro,16475,2009,6900
Lleida,BETA,RR 250 ENDURO 2T,Enduro,249,rojo,2,2017,7189
Madrid,MV AGUSTA,BRUTALE 1090 RR,Naked,1078,BLANCO/NEGRO,23232,2010,9990
Madrid,KAWASAKI,ER 6N,Naked,649,verde,84711,2009,2700
Alava,MALAGUTI,Phantom F12,Scooters 50cc,49,,2000,2000,750
Jaen,SUZUKI,GSF Bandit 650,Naked,656,Negra,38666,2005,2500
Alicante,BMW,R 1200 GS,Trail,1170,Negro,39000,2011,12000
Cordoba,HONDA,CBR 600F,Sport,599,Negra,72000,1999,3000
Barcelona,SYM,GTS 125 EVO,Scooter 125cc,125,blanca,26800,2012,1450
Badajoz,YAMAHA,TZR 50,Con marchas,49,Blanca y azul,31451,1991,900
Sevilla,SUZUKI,BURGMAN 400 Edicion Especial,Scooters +125cc,400,Gris plata,60000,2007,2000
Leon,SUZUKI,Hayabusa 1300,Sport,1340,,2700,2016,12000
Alicante,SUZUKI,GSR 750,Naked,749,,21000,2012,5300
Valencia,DUCATI,749 749,Sport,748,negra,54000,2005,4350
Madrid,HONDA,VT 750 C2 Shadow,Custom,750,negro y blanco vintage,30000,2010,4500
Cuenca,KTM,EXC 450,Enduro,447,,,2006,3000
Girona,YAMAHA,X-MAX 250,Scooters +125cc,249,BLANCA,15891,2010,3300
Barcelona,PIAGGIO,LIBERTY 124 4T,Scooter 125cc,124,NEGRO,7000,2007,1200
Baleares,YAMAHA,YZF R6,Sport,600,BLANCO ROJO,43000,2007,5200
Cantabria,KTM,950 SUPER ENDURO R,Enduro,942,Ktm,14800,2007,6200
Barcelona,HONDA,CBR 600 RR,Sport,599,negro,28000,2005,3600
Barcelona,GAS GAS,EC 250 E,Enduro,249,,5000,2000,1650
Madrid,PEUGEOT,SATELIS 500 RS,Scooters +125cc,492,negro,33000,2010,2950
Barcelona,HARLEY DAVIDSON,Softail Fat Boy,Custom,1450,negro,98000,2005,10900
Vizcaya,SYM,Symphony 125 SR,Scooter 125cc,125,,17015,2011,1190
Cordoba,SYM,Cevalo 125,Naked,124,blanco,4300,2013,2200
Madrid,YAMAHA,FZ6 N S2,Naked,600,naranja metalizado/negro,41000,2008,3400
Valladolid,KEEWAY,Superlight 125,Custom,124,Blanco,6990,2012,1100
Ciudad Real,HONDA,NT 700 V DEAUVILLE ABS,Turismo,680,,19000,2008,5200
Valencia,YAMAHA,YZF R6,Sport,600,,27641,2005,4999
Barcelona,DUCATI,MONSTER 696+,Naked,696,Blanco,6518,2012,6100
Valencia,BULTACO,Alpina 350,Trail,350,verde militar,1000,1986,1800
Cantabria,KYMCO,Grand Dink 125,Scooter 125cc,125,Gris claro,27000,2008,1000
Madrid,KTM,EXC 450,Enduro,450,,11000,2005,2700
Malaga,PIAGGIO,Hexagon 150,Scooter 125cc,150,,45600,1995,300
Castellon,KAWASAKI,ZX 10R,Sport,998,Verde,22000,2007,4900
Zaragoza,BMW,F 800 R,Naked,800,,8200,2013,6300
Barcelona,HONDA,CBR 600F ABS,Sport,599,rojo,19000,2013,5400
Madrid,DAELIM,Daystar 125 FI,Custom,124,Rojo  Gris,3200,2013,1800
Girona,KAWASAKI,Z 800e,Naked,800,,4500,2015,7100
Madrid,PIAGGIO,X9 250,Scooters +125cc,249,NEGRO,40000,2004,1300
Barcelona,KTM,125,Naked,125,,30000,2013,2900
Barcelona,BMW,R 1200 GS,Trail,1170,negra,11000,2015,16900
Madrid,DAELIM,Roadwin 125R Fi,Sport,124,,4000,2011,1300
Sevilla,YAMAHA,FZ8 N Sport,Naked,779,,41000,2011,4500
Zamora,SUZUKI,BURGMAN 250,Scooters +125cc,249,azul,25500,2000,1200
Guipuzcoa,PIAGGIO,LIBERTY 50 2T,Scooters 50cc,49,,30000,2007,450
Barcelona,HONDA,CB 600F HORNET,Naked,600,negro,36000,2002,2100
Zaragoza,SUZUKI,V-Strom 1000,Trail,996,Rojo,50000,2007,4500
Toledo,TRIUMPH,DAYTONA 675,Sport,675,,24980,2009,5300
Sevilla,BMW,R 1150 R,Naked,1130,Gris,111000,2004,4100
Alicante,HONDA,NC 750 X,Trail,745,Blanco,10000,2015,6200
Sevilla,DERBI,Variant Sport 125,Scooter 125cc,124,blanco,6500,2015,1500
Madrid,KTM,125,Naked,125,Gris,18000,2012,2550
Alicante,YAMAHA,WR 450 F,Enduro,449,azul,1900,2005,3100
Barcelona,HONDA,SW T600 ABS,Scooters +125cc,600,negro,28000,2011,6000
Madrid,BMW,F 800 R CHRIS PFEIFFER EDITION ABS,Naked,798,MOTORSPORT,23000,2010,5700
Lleida,HONDA,CBF 600S,Turismo,599,Negro,35000,2008,3200
Barcelona,YAMAHA,FZ6 S ABS,Turismo,600,,73000,2004,2800
Zaragoza,ROYAL ENFIELD,Bullet Classic,Turismo,499,PLATA,4500,2010,6500
Barcelona,PIAGGIO,LIBERTY 125 4T,Scooter 125cc,124,,21998,2009,1299
Madrid,HARLEY DAVIDSON,Sportster 883 Low,Custom,883,Negro,57075,2008,6300
Madrid,HONDA,SW T400,Scooters +125cc,399,BLANCO,35000,2010,3700
Tarragona,HONDA,VTX 1800,Custom,1795,Negro,56000,2005,9000
Murcia,SUZUKI,BURGMAN 650 Executive,Scooters +125cc,638,gris metalizado,24000,2007,4200
Barcelona,YAMAHA,FZ6 N,Naked,600,gris plata,31000,2003,2400
Barcelona,KEEWAY,Supershadow 250,Custom,248,negro,18000,2009,1200
Madrid,KEEWAY,Superlight 125,Custom,124,negro,6200,2006,850
Sevilla,BMW,F 800 ST,Turismo,798,Negro,27354,2011,5100
Barcelona,HONDA,CB 250 F,Naked,250,negra,36000,2004,1350
Madrid,BMW,F 800 GS,Trail,798,BLANCO,59000,2011,6800
Madrid,BMW,C 600 Sport,Scooters +125cc,647,azul,1700,2013,8000
Zaragoza,HARLEY DAVIDSON,VRSC V-Rod,Custom,1250,aluminio pulido,27200,2004,9272
Murcia,HONDA,NC 700 S ABS,Naked,670,NEGRO,12094,2014,4800
Orense,SUZUKI,AN 650 Burgman,Scooters +125cc,638,,65000,2002,3500
Valencia,YAMAHA,YZF R6,Sport,600,negro,56000,2007,3000
Alicante,BMW,G 650 GS,Trail,652,Blanco/rojo,10500,2015,5900
Sevilla,BMW,F 650 CS Scarver,Turismo,652,celeste,10500,2003,3000
Vizcaya,BULTACO,Frontera MK11 370,Enduro,350,azul,,1981,2200
Baleares,YAMAHA,FZS 1000 Fazer,Naked,998,azul,63000,2004,2500
Ciudad Real,YAMAHA,XJ6 Diversion N  ABS,Naked,600,blanco,7778,2012,4750
Valencia,HONDA,NC 750,Trail,750,,48200,2014,5600
Barcelona,HARLEY DAVIDSON,Sportster Forty-Eight,Custom,1202,GRIS,9400,2011,9400
Barcelona,BMW,K 1200 R,Naked,1157,negra,35000,2005,6000
Vizcaya,ELMOTO,ducati indiana 350,Custom,350,negro,23500,1988,950
Barcelona,KAWASAKI,ER 6N,Naked,649,naranja,30800,2007,3000
Malaga,YAMAHA,FZ6 N S2,Naked,600,Negro,30000,2007,3195
Guipuzcoa,SUZUKI,Bandit 650 S,Turismo,656,Negra,26500,2008,3200
Barcelona,YAMAHA,T-Max 500,Scooters +125cc,499,Azul,52000,2006,3300
Guipuzcoa,YAMAHA,XV 1700 Road Star Warrior,Custom,1670,Negro mate,25000,2005,2500
Zaragoza,HUSQVARNA,TE 449,Enduro,449,blanca y roja,6000,2010,3500
Madrid,YAMAHA,X MAX 250,Scooters +125cc,250,negro mate,15000,2012,3500
Tarragona,HARLEY DAVIDSON,CVO Street Glide,Turismo,1801,negro,85,2016,6800
Tarragona,YAMAHA,T-Max 500 ABS,Scooters +125cc,499,negro,21000,2008,5800
Madrid,HONDA,CBR 600F,Sport,599,Rojo y Negro,72000,2007,2500
Tarragona,YAMAHA,T-Max 500 ABS,Scooters +125cc,499,negro,5977,2009,6100
Madrid,YAMAHA,FZX 750,Sport,750,Plata/Negro,106000,1988,1100
Granada,GILERA,Nexus 300,Scooters +125cc,278,blanco,30000,2011,2400
Leon,APRILIA,ETV 1000 Caponord,Trail,997,,98000,2001,2800
Pontevedra,YAMAHA,XJR 1300,Naked,1251,negro,44000,2002,5500
Barcelona,HONDA,SCOOPY SH125i,Scooter 125cc,125,Blanco,60000,2009,1400
Tarragona,DUCATI,MONSTER 696,Naked,696,rojo,27000,2008,5400
Madrid,BMW,R 1150 R,Naked,1130,negra,46000,2002,5790
Tarragona,YAMAHA,YZF R6,Sport,600,azul,24000,2006,3700
Cadiz,HARLEY DAVIDSON,Street Glide,Custom,1690,Vivid black,1550,2016,26695
Madrid,BMW,C 650 GT,Scooters +125cc,647,NEGRO,2000,2014,8150
Barcelona,TRIUMPH,BONNEVILLE 900,Naked,865,Verde Inglés,1800,2008,8500
Navarra,SUZUKI,V-Strom 650,Trail,645,Gris,69000,2007,3900
Valencia,BMW,F 800 GS,Trail,798,Lava,60000,2010,6800
Castellon,GILERA,GP 800,Scooters +125cc,800,blanca,11000,2008,4500
Madrid,SUZUKI,Marauder 250,Custom,249,Azul,48000,2005,900
Cadiz,VESPA,ET4 125,Scooter 125cc,124,Blanco hueso,23000,1999,1100
Zaragoza,TM,EN 125,Enduro,123,Azul,5840,2004,2600
Cadiz,VESPA,PX 125,Scooter 125cc,123,,6000,2006,1990
Valencia,BMW,R 1150 R Rockster,Turismo,1130,NEGRO NARANJA,58198,2004,5499
Valencia,HYOSUNG,GV 650 AQUILA,Custom,649,,21664,2007,2399
Valencia,PIAGGIO,X8 125,Scooter 125cc,124,,51566,2006,1199
Valencia,HONDA,VT 750 C SHADOW,Custom,745,,37344,2007,4999
Murcia,YAMAHA,FZ1 N,Naked,998,Negro,50000,2007,5200
Cuenca,HUSQVARNA,TE 449,Enduro,450,,3000,2012,4500
Murcia,YAMAHA,FZ6 N,Naked,600,NEGRA,18686,2010,3800
Leon,HONDA,CB 500F ABS,Naked,471,,10500,2015,4600
Castellon,YAMAHA,XVS 650 Drag Star Classic,Custom,649,,74000,2006,3900
